geography,geography_type,quarter,year,quarter_number,quarter_index,delinquency_rate_pct
Winnipeg,cma,2017Q4,2017,4,8072,0.24
Winnipeg,cma,2018Q1,2018,1,8073,0.24
Winnipeg,cma,2018Q2,2018,2,8074,0.26
Winnipeg,cma,2018Q3,2018,3,8075,0.25
Winnipeg,cma,2018Q4,2018,4,8076,0.28
Winnipeg,cma,2019Q1,2019,1,8077,0.28
Winnipeg,cma,2019Q2,2019,2,8078,0.27
Winnipeg,cma,2019Q3,2019,3,8079,0.29
Winnipeg,cma,2019Q4,2019,4,8080,0.31
Winnipeg,cma,2020Q1,2020,1,8081,0.32
Winnipeg,cma,2020Q2,2020,2,8082,0.32
Winnipeg,cma,2020Q3,2020,3,8083,0.29
Winnipeg,cma,2020Q4,2020,4,8084,0.24
Winnipeg,cma,2021Q1,2021,1,8085,0.24
Winnipeg,cma,2021Q2,2021,2,8086,0.21
Winnipeg,cma,2021Q3,2021,3,8087,0.2
Winnipeg,cma,2021Q4,2021,4,8088,0.19
Winnipeg,cma,2022Q1,2022,1,8089,0.19
Winnipeg,cma,2022Q2,2022,2,8090,0.17
Winnipeg,cma,2022Q3,2022,3,8091,0.17
Winnipeg,cma,2022Q4,2022,4,8092,0.17
Winnipeg,cma,2023Q1,2023,1,8093,0.18
Winnipeg,cma,2023Q2,2023,2,8094,0.18
Winnipeg,cma,2023Q3,2023,3,8095,0.18
Winnipeg,cma,2023Q4,2023,4,8096,0.2
Winnipeg,cma,2024Q1,2024,1,8097,0.21
Winnipeg,cma,2024Q2,2024,2,8098,0.2
Winnipeg,cma,2024Q3,2024,3,8099,0.22
Winnipeg,cma,2024Q4,2024,4,8100,0.23
Winnipeg,cma,2025Q1,2025,1,8101,0.25
Winnipeg,cma,2025Q2,2025,2,8102,0.23
Winnipeg,cma,2025Q3,2025,3,8103,0.23
Winnipeg,cma,2025Q4,2025,4,8104,0.25
Canada,country,2012Q3,2012,3,8051,0.38
Canada,country,2012Q4,2012,4,8052,0.37
Canada,country,2013Q1,2013,1,8053,0.37
Canada,country,2013Q2,2013,2,8054,0.35
Canada,country,2013Q3,2013,3,8055,0.35
Canada,country,2013Q4,2013,4,8056,0.35
Canada,country,2014Q1,2014,1,8057,0.37
Canada,country,2014Q2,2014,2,8058,0.34
Canada,country,2014Q3,2014,3,8059,0.34
Canada,country,2014Q4,2014,4,8060,0.35
Canada,country,2015Q1,2015,1,8061,0.36
Canada,country,2015Q2,2015,2,8062,0.35
Canada,country,2015Q3,2015,3,8063,0.35
Canada,country,2015Q4,2015,4,8064,0.35
Canada,country,2016Q1,2016,1,8065,0.36
Canada,country,2016Q2,2016,2,8066,0.35
Canada,country,2016Q3,2016,3,8067,0.35
Canada,country,2016Q4,2016,4,8068,0.34
Canada,country,2017Q1,2017,1,8069,0.34
Canada,country,2017Q2,2017,2,8070,0.32
Canada,country,2017Q3,2017,3,8071,0.3
Canada,country,2017Q4,2017,4,8072,0.29
Canada,country,2018Q1,2018,1,8073,0.29
Canada,country,2018Q2,2018,2,8074,0.28
Canada,country,2018Q3,2018,3,8075,0.28
Canada,country,2018Q4,2018,4,8076,0.3
Canada,country,2019Q1,2019,1,8077,0.3
Canada,country,2019Q2,2019,2,8078,0.29
Canada,country,2019Q3,2019,3,8079,0.29
Canada,country,2019Q4,2019,4,8080,0.29
Canada,country,2020Q1,2020,1,8081,0.29
Canada,country,2020Q2,2020,2,8082,0.29
Canada,country,2020Q3,2020,3,8083,0.29
Canada,country,2020Q4,2020,4,8084,0.25
Canada,country,2021Q1,2021,1,8085,0.24
Canada,country,2021Q2,2021,2,8086,0.21
Canada,country,2021Q3,2021,3,8087,0.2
Canada,country,2021Q4,2021,4,8088,0.19
Canada,country,2022Q1,2022,1,8089,0.17
Canada,country,2022Q2,2022,2,8090,0.16
Canada,country,2022Q3,2022,3,8091,0.14
Canada,country,2022Q4,2022,4,8092,0.14
Canada,country,2023Q1,2023,1,8093,0.15
Canada,country,2023Q2,2023,2,8094,0.15
Canada,country,2023Q3,2023,3,8095,0.15
Canada,country,2023Q4,2023,4,8096,0.17
Canada,country,2024Q1,2024,1,8097,0.19
Canada,country,2024Q2,2024,2,8098,0.19
Canada,country,2024Q3,2024,3,8099,0.2
Canada,country,2024Q4,2024,4,8100,0.21
Canada,country,2025Q1,2025,1,8101,0.23
Canada,country,2025Q2,2025,2,8102,0.22
Canada,country,2025Q3,2025,3,8103,0.22
Canada,country,2025Q4,2025,4,8104,0.24
Alberta,province,2012Q3,2012,3,8051,0.6
Alberta,province,2012Q4,2012,4,8052,0.55
Alberta,province,2013Q1,2013,1,8053,0.52
Alberta,province,2013Q2,2013,2,8054,0.47
Alberta,province,2013Q3,2013,3,8055,0.45
Alberta,province,2013Q4,2013,4,8056,0.43
Alberta,province,2014Q1,2014,1,8057,0.42
Alberta,province,2014Q2,2014,2,8058,0.37
Alberta,province,2014Q3,2014,3,8059,0.34
Alberta,province,2014Q4,2014,4,8060,0.32
Alberta,province,2015Q1,2015,1,8061,0.32
Alberta,province,2015Q2,2015,2,8062,0.33
Alberta,province,2015Q3,2015,3,8063,0.35
Alberta,province,2015Q4,2015,4,8064,0.36
Alberta,province,2016Q1,2016,1,8065,0.41
Alberta,province,2016Q2,2016,2,8066,0.45
Alberta,province,2016Q3,2016,3,8067,0.53
Alberta,province,2016Q4,2016,4,8068,0.53
Alberta,province,2017Q1,2017,1,8069,0.54
Alberta,province,2017Q2,2017,2,8070,0.52
Alberta,province,2017Q3,2017,3,8071,0.51
Alberta,province,2017Q4,2017,4,8072,0.5
Alberta,province,2018Q1,2018,1,8073,0.5
Alberta,province,2018Q2,2018,2,8074,0.46
Alberta,province,2018Q3,2018,3,8075,0.47
Alberta,province,2018Q4,2018,4,8076,0.5
Alberta,province,2019Q1,2019,1,8077,0.5
Alberta,province,2019Q2,2019,2,8078,0.51
Alberta,province,2019Q3,2019,3,8079,0.5
Alberta,province,2019Q4,2019,4,8080,0.49
Alberta,province,2020Q1,2020,1,8081,0.51
Alberta,province,2020Q2,2020,2,8082,0.51
Alberta,province,2020Q3,2020,3,8083,0.49
Alberta,province,2020Q4,2020,4,8084,0.44
Alberta,province,2021Q1,2021,1,8085,0.45
Alberta,province,2021Q2,2021,2,8086,0.42
Alberta,province,2021Q3,2021,3,8087,0.41
Alberta,province,2021Q4,2021,4,8088,0.41
Alberta,province,2022Q1,2022,1,8089,0.38
Alberta,province,2022Q2,2022,2,8090,0.34
Alberta,province,2022Q3,2022,3,8091,0.31
Alberta,province,2022Q4,2022,4,8092,0.3
Alberta,province,2023Q1,2023,1,8093,0.3
Alberta,province,2023Q2,2023,2,8094,0.28
Alberta,province,2023Q3,2023,3,8095,0.27
Alberta,province,2023Q4,2023,4,8096,0.28
Alberta,province,2024Q1,2024,1,8097,0.28
Alberta,province,2024Q2,2024,2,8098,0.28
Alberta,province,2024Q3,2024,3,8099,0.26
Alberta,province,2024Q4,2024,4,8100,0.27
Alberta,province,2025Q1,2025,1,8101,0.28
Alberta,province,2025Q2,2025,2,8102,0.26
Alberta,province,2025Q3,2025,3,8103,0.25
Alberta,province,2025Q4,2025,4,8104,0.25
British Columbia,province,2012Q3,2012,3,8051,0.42
British Columbia,province,2012Q4,2012,4,8052,0.42
British Columbia,province,2013Q1,2013,1,8053,0.43
British Columbia,province,2013Q2,2013,2,8054,0.43
British Columbia,province,2013Q3,2013,3,8055,0.42
British Columbia,province,2013Q4,2013,4,8056,0.43
British Columbia,province,2014Q1,2014,1,8057,0.43
British Columbia,province,2014Q2,2014,2,8058,0.4
British Columbia,province,2014Q3,2014,3,8059,0.4
British Columbia,province,2014Q4,2014,4,8060,0.4
British Columbia,province,2015Q1,2015,1,8061,0.4
British Columbia,province,2015Q2,2015,2,8062,0.38
British Columbia,province,2015Q3,2015,3,8063,0.34
British Columbia,province,2015Q4,2015,4,8064,0.32
British Columbia,province,2016Q1,2016,1,8065,0.32
British Columbia,province,2016Q2,2016,2,8066,0.29
British Columbia,province,2016Q3,2016,3,8067,0.26
British Columbia,province,2016Q4,2016,4,8068,0.25
British Columbia,province,2017Q1,2017,1,8069,0.23
British Columbia,province,2017Q2,2017,2,8070,0.2
British Columbia,province,2017Q3,2017,3,8071,0.18
British Columbia,province,2017Q4,2017,4,8072,0.18
British Columbia,province,2018Q1,2018,1,8073,0.17
British Columbia,province,2018Q2,2018,2,8074,0.17
British Columbia,province,2018Q3,2018,3,8075,0.16
British Columbia,province,2018Q4,2018,4,8076,0.17
British Columbia,province,2019Q1,2019,1,8077,0.17
British Columbia,province,2019Q2,2019,2,8078,0.16
British Columbia,province,2019Q3,2019,3,8079,0.16
British Columbia,province,2019Q4,2019,4,8080,0.16
British Columbia,province,2020Q1,2020,1,8081,0.17
British Columbia,province,2020Q2,2020,2,8082,0.18
British Columbia,province,2020Q3,2020,3,8083,0.18
British Columbia,province,2020Q4,2020,4,8084,0.16
British Columbia,province,2021Q1,2021,1,8085,0.16
British Columbia,province,2021Q2,2021,2,8086,0.14
British Columbia,province,2021Q3,2021,3,8087,0.13
British Columbia,province,2021Q4,2021,4,8088,0.13
British Columbia,province,2022Q1,2022,1,8089,0.12
British Columbia,province,2022Q2,2022,2,8090,0.11
British Columbia,province,2022Q3,2022,3,8091,0.1
British Columbia,province,2022Q4,2022,4,8092,0.1
British Columbia,province,2023Q1,2023,1,8093,0.11
British Columbia,province,2023Q2,2023,2,8094,0.11
British Columbia,province,2023Q3,2023,3,8095,0.11
British Columbia,province,2023Q4,2023,4,8096,0.13
British Columbia,province,2024Q1,2024,1,8097,0.15
British Columbia,province,2024Q2,2024,2,8098,0.16
British Columbia,province,2024Q3,2024,3,8099,0.16
British Columbia,province,2024Q4,2024,4,8100,0.17
British Columbia,province,2025Q1,2025,1,8101,0.19
British Columbia,province,2025Q2,2025,2,8102,0.19
British Columbia,province,2025Q3,2025,3,8103,0.19
British Columbia,province,2025Q4,2025,4,8104,0.21
Manitoba,province,2012Q3,2012,3,8051,0.25
Manitoba,province,2012Q4,2012,4,8052,0.27
Manitoba,province,2013Q1,2013,1,8053,0.28
Manitoba,province,2013Q2,2013,2,8054,0.26
Manitoba,province,2013Q3,2013,3,8055,0.28
Manitoba,province,2013Q4,2013,4,8056,0.28
Manitoba,province,2014Q1,2014,1,8057,0.28
Manitoba,province,2014Q2,2014,2,8058,0.25
Manitoba,province,2014Q3,2014,3,8059,0.24
Manitoba,province,2014Q4,2014,4,8060,0.27
Manitoba,province,2015Q1,2015,1,8061,0.31
Manitoba,province,2015Q2,2015,2,8062,0.3
Manitoba,province,2015Q3,2015,3,8063,0.29
Manitoba,province,2015Q4,2015,4,8064,0.33
Manitoba,province,2016Q1,2016,1,8065,0.34
Manitoba,province,2016Q2,2016,2,8066,0.35
Manitoba,province,2016Q3,2016,3,8067,0.34
Manitoba,province,2016Q4,2016,4,8068,0.35
Manitoba,province,2017Q1,2017,1,8069,0.36
Manitoba,province,2017Q2,2017,2,8070,0.35
Manitoba,province,2017Q3,2017,3,8071,0.33
Manitoba,province,2017Q4,2017,4,8072,0.3
Manitoba,province,2018Q1,2018,1,8073,0.3
Manitoba,province,2018Q2,2018,2,8074,0.31
Manitoba,province,2018Q3,2018,3,8075,0.32
Manitoba,province,2018Q4,2018,4,8076,0.35
Manitoba,province,2019Q1,2019,1,8077,0.35
Manitoba,province,2019Q2,2019,2,8078,0.34
Manitoba,province,2019Q3,2019,3,8079,0.34
Manitoba,province,2019Q4,2019,4,8080,0.36
Manitoba,province,2020Q1,2020,1,8081,0.36
Manitoba,province,2020Q2,2020,2,8082,0.37
Manitoba,province,2020Q3,2020,3,8083,0.35
Manitoba,province,2020Q4,2020,4,8084,0.3
Manitoba,province,2021Q1,2021,1,8085,0.29
Manitoba,province,2021Q2,2021,2,8086,0.25
Manitoba,province,2021Q3,2021,3,8087,0.23
Manitoba,province,2021Q4,2021,4,8088,0.23
Manitoba,province,2022Q1,2022,1,8089,0.22
Manitoba,province,2022Q2,2022,2,8090,0.2
Manitoba,province,2022Q3,2022,3,8091,0.2
Manitoba,province,2022Q4,2022,4,8092,0.2
Manitoba,province,2023Q1,2023,1,8093,0.21
Manitoba,province,2023Q2,2023,2,8094,0.2
Manitoba,province,2023Q3,2023,3,8095,0.22
Manitoba,province,2023Q4,2023,4,8096,0.22
Manitoba,province,2024Q1,2024,1,8097,0.24
Manitoba,province,2024Q2,2024,2,8098,0.23
Manitoba,province,2024Q3,2024,3,8099,0.25
Manitoba,province,2024Q4,2024,4,8100,0.26
Manitoba,province,2025Q1,2025,1,8101,0.27
Manitoba,province,2025Q2,2025,2,8102,0.26
Manitoba,province,2025Q3,2025,3,8103,0.26
Manitoba,province,2025Q4,2025,4,8104,0.28
New Brunswick,province,2012Q3,2012,3,8051,0.63
New Brunswick,province,2012Q4,2012,4,8052,0.63
New Brunswick,province,2013Q1,2013,1,8053,0.65
New Brunswick,province,2013Q2,2013,2,8054,0.6
New Brunswick,province,2013Q3,2013,3,8055,0.61
New Brunswick,province,2013Q4,2013,4,8056,0.68
New Brunswick,province,2014Q1,2014,1,8057,0.72
New Brunswick,province,2014Q2,2014,2,8058,0.67
New Brunswick,province,2014Q3,2014,3,8059,0.72
New Brunswick,province,2014Q4,2014,4,8060,0.72
New Brunswick,province,2015Q1,2015,1,8061,0.79
New Brunswick,province,2015Q2,2015,2,8062,0.8
New Brunswick,province,2015Q3,2015,3,8063,0.81
New Brunswick,province,2015Q4,2015,4,8064,0.79
New Brunswick,province,2016Q1,2016,1,8065,0.82
New Brunswick,province,2016Q2,2016,2,8066,0.78
New Brunswick,province,2016Q3,2016,3,8067,0.84
New Brunswick,province,2016Q4,2016,4,8068,0.79
New Brunswick,province,2017Q1,2017,1,8069,0.78
New Brunswick,province,2017Q2,2017,2,8070,0.73
New Brunswick,province,2017Q3,2017,3,8071,0.71
New Brunswick,province,2017Q4,2017,4,8072,0.66
New Brunswick,province,2018Q1,2018,1,8073,0.65
New Brunswick,province,2018Q2,2018,2,8074,0.59
New Brunswick,province,2018Q3,2018,3,8075,0.58
New Brunswick,province,2018Q4,2018,4,8076,0.62
New Brunswick,province,2019Q1,2019,1,8077,0.63
New Brunswick,province,2019Q2,2019,2,8078,0.6
New Brunswick,province,2019Q3,2019,3,8079,0.57
New Brunswick,province,2019Q4,2019,4,8080,0.57
New Brunswick,province,2020Q1,2020,1,8081,0.57
New Brunswick,province,2020Q2,2020,2,8082,0.54
New Brunswick,province,2020Q3,2020,3,8083,0.52
New Brunswick,province,2020Q4,2020,4,8084,0.43
New Brunswick,province,2021Q1,2021,1,8085,0.44
New Brunswick,province,2021Q2,2021,2,8086,0.37
New Brunswick,province,2021Q3,2021,3,8087,0.3
New Brunswick,province,2021Q4,2021,4,8088,0.27
New Brunswick,province,2022Q1,2022,1,8089,0.25
New Brunswick,province,2022Q2,2022,2,8090,0.23
New Brunswick,province,2022Q3,2022,3,8091,0.23
New Brunswick,province,2022Q4,2022,4,8092,0.23
New Brunswick,province,2023Q1,2023,1,8093,0.23
New Brunswick,province,2023Q2,2023,2,8094,0.21
New Brunswick,province,2023Q3,2023,3,8095,0.27
New Brunswick,province,2023Q4,2023,4,8096,0.31
New Brunswick,province,2024Q1,2024,1,8097,0.31
New Brunswick,province,2024Q2,2024,2,8098,0.3
New Brunswick,province,2024Q3,2024,3,8099,0.27
New Brunswick,province,2024Q4,2024,4,8100,0.26
New Brunswick,province,2025Q1,2025,1,8101,0.26
New Brunswick,province,2025Q2,2025,2,8102,0.23
New Brunswick,province,2025Q3,2025,3,8103,0.24
New Brunswick,province,2025Q4,2025,4,8104,0.28
Newfoundland,province,2012Q3,2012,3,8051,0.24
Newfoundland,province,2012Q4,2012,4,8052,0.22
Newfoundland,province,2013Q1,2013,1,8053,0.25
Newfoundland,province,2013Q2,2013,2,8054,0.19
Newfoundland,province,2013Q3,2013,3,8055,0.2
Newfoundland,province,2013Q4,2013,4,8056,0.22
Newfoundland,province,2014Q1,2014,1,8057,0.23
Newfoundland,province,2014Q2,2014,2,8058,0.25
Newfoundland,province,2014Q3,2014,3,8059,0.26
Newfoundland,province,2014Q4,2014,4,8060,0.28
Newfoundland,province,2015Q1,2015,1,8061,0.37
Newfoundland,province,2015Q2,2015,2,8062,0.37
Newfoundland,province,2015Q3,2015,3,8063,0.37
Newfoundland,province,2015Q4,2015,4,8064,0.41
Newfoundland,province,2016Q1,2016,1,8065,0.45
Newfoundland,province,2016Q2,2016,2,8066,0.46
Newfoundland,province,2016Q3,2016,3,8067,0.49
Newfoundland,province,2016Q4,2016,4,8068,0.46
Newfoundland,province,2017Q1,2017,1,8069,0.47
Newfoundland,province,2017Q2,2017,2,8070,0.47
Newfoundland,province,2017Q3,2017,3,8071,0.46
Newfoundland,province,2017Q4,2017,4,8072,0.52
Newfoundland,province,2018Q1,2018,1,8073,0.56
Newfoundland,province,2018Q2,2018,2,8074,0.6
Newfoundland,province,2018Q3,2018,3,8075,0.6
Newfoundland,province,2018Q4,2018,4,8076,0.62
Newfoundland,province,2019Q1,2019,1,8077,0.64
Newfoundland,province,2019Q2,2019,2,8078,0.64
Newfoundland,province,2019Q3,2019,3,8079,0.64
Newfoundland,province,2019Q4,2019,4,8080,0.65
Newfoundland,province,2020Q1,2020,1,8081,0.66
Newfoundland,province,2020Q2,2020,2,8082,0.68
Newfoundland,province,2020Q3,2020,3,8083,0.63
Newfoundland,province,2020Q4,2020,4,8084,0.5
Newfoundland,province,2021Q1,2021,1,8085,0.51
Newfoundland,province,2021Q2,2021,2,8086,0.46
Newfoundland,province,2021Q3,2021,3,8087,0.44
Newfoundland,province,2021Q4,2021,4,8088,0.46
Newfoundland,province,2022Q1,2022,1,8089,0.4
Newfoundland,province,2022Q2,2022,2,8090,0.35
Newfoundland,province,2022Q3,2022,3,8091,0.31
Newfoundland,province,2022Q4,2022,4,8092,0.34
Newfoundland,province,2023Q1,2023,1,8093,0.37
Newfoundland,province,2023Q2,2023,2,8094,0.33
Newfoundland,province,2023Q3,2023,3,8095,0.32
Newfoundland,province,2023Q4,2023,4,8096,0.35
Newfoundland,province,2024Q1,2024,1,8097,0.35
Newfoundland,province,2024Q2,2024,2,8098,0.34
Newfoundland,province,2024Q3,2024,3,8099,0.37
Newfoundland,province,2024Q4,2024,4,8100,0.38
Newfoundland,province,2025Q1,2025,1,8101,0.38
Newfoundland,province,2025Q2,2025,2,8102,0.33
Newfoundland,province,2025Q3,2025,3,8103,0.3
Newfoundland,province,2025Q4,2025,4,8104,0.3
Nova Scotia,province,2012Q3,2012,3,8051,0.53
Nova Scotia,province,2012Q4,2012,4,8052,0.53
Nova Scotia,province,2013Q1,2013,1,8053,0.55
Nova Scotia,province,2013Q2,2013,2,8054,0.56
Nova Scotia,province,2013Q3,2013,3,8055,0.58
Nova Scotia,province,2013Q4,2013,4,8056,0.62
Nova Scotia,province,2014Q1,2014,1,8057,0.65
Nova Scotia,province,2014Q2,2014,2,8058,0.65
Nova Scotia,province,2014Q3,2014,3,8059,0.67
Nova Scotia,province,2014Q4,2014,4,8060,0.68
Nova Scotia,province,2015Q1,2015,1,8061,0.7
Nova Scotia,province,2015Q2,2015,2,8062,0.67
Nova Scotia,province,2015Q3,2015,3,8063,0.66
Nova Scotia,province,2015Q4,2015,4,8064,0.68
Nova Scotia,province,2016Q1,2016,1,8065,0.7
Nova Scotia,province,2016Q2,2016,2,8066,0.72
Nova Scotia,province,2016Q3,2016,3,8067,0.76
Nova Scotia,province,2016Q4,2016,4,8068,0.75
Nova Scotia,province,2017Q1,2017,1,8069,0.7
Nova Scotia,province,2017Q2,2017,2,8070,0.64
Nova Scotia,province,2017Q3,2017,3,8071,0.6
Nova Scotia,province,2017Q4,2017,4,8072,0.58
Nova Scotia,province,2018Q1,2018,1,8073,0.59
Nova Scotia,province,2018Q2,2018,2,8074,0.54
Nova Scotia,province,2018Q3,2018,3,8075,0.52
Nova Scotia,province,2018Q4,2018,4,8076,0.56
Nova Scotia,province,2019Q1,2019,1,8077,0.53
Nova Scotia,province,2019Q2,2019,2,8078,0.52
Nova Scotia,province,2019Q3,2019,3,8079,0.5
Nova Scotia,province,2019Q4,2019,4,8080,0.49
Nova Scotia,province,2020Q1,2020,1,8081,0.45
Nova Scotia,province,2020Q2,2020,2,8082,0.46
Nova Scotia,province,2020Q3,2020,3,8083,0.44
Nova Scotia,province,2020Q4,2020,4,8084,0.37
Nova Scotia,province,2021Q1,2021,1,8085,0.35
Nova Scotia,province,2021Q2,2021,2,8086,0.3
Nova Scotia,province,2021Q3,2021,3,8087,0.27
Nova Scotia,province,2021Q4,2021,4,8088,0.26
Nova Scotia,province,2022Q1,2022,1,8089,0.24
Nova Scotia,province,2022Q2,2022,2,8090,0.23
Nova Scotia,province,2022Q3,2022,3,8091,0.23
Nova Scotia,province,2022Q4,2022,4,8092,0.22
Nova Scotia,province,2023Q1,2023,1,8093,0.22
Nova Scotia,province,2023Q2,2023,2,8094,0.2
Nova Scotia,province,2023Q3,2023,3,8095,0.22
Nova Scotia,province,2023Q4,2023,4,8096,0.24
Nova Scotia,province,2024Q1,2024,1,8097,0.24
Nova Scotia,province,2024Q2,2024,2,8098,0.25
Nova Scotia,province,2024Q3,2024,3,8099,0.26
Nova Scotia,province,2024Q4,2024,4,8100,0.28
Nova Scotia,province,2025Q1,2025,1,8101,0.28
Nova Scotia,province,2025Q2,2025,2,8102,0.27
Nova Scotia,province,2025Q3,2025,3,8103,0.25
Nova Scotia,province,2025Q4,2025,4,8104,0.25
Ontario,province,2012Q3,2012,3,8051,0.31
Ontario,province,2012Q4,2012,4,8052,0.31
Ontario,province,2013Q1,2013,1,8053,0.31
Ontario,province,2013Q2,2013,2,8054,0.29
Ontario,province,2013Q3,2013,3,8055,0.28
Ontario,province,2013Q4,2013,4,8056,0.28
Ontario,province,2014Q1,2014,1,8057,0.29
Ontario,province,2014Q2,2014,2,8058,0.27
Ontario,province,2014Q3,2014,3,8059,0.27
Ontario,province,2014Q4,2014,4,8060,0.26
Ontario,province,2015Q1,2015,1,8061,0.27
Ontario,province,2015Q2,2015,2,8062,0.25
Ontario,province,2015Q3,2015,3,8063,0.24
Ontario,province,2015Q4,2015,4,8064,0.23
Ontario,province,2016Q1,2016,1,8065,0.24
Ontario,province,2016Q2,2016,2,8066,0.22
Ontario,province,2016Q3,2016,3,8067,0.2
Ontario,province,2016Q4,2016,4,8068,0.19
Ontario,province,2017Q1,2017,1,8069,0.18
Ontario,province,2017Q2,2017,2,8070,0.16
Ontario,province,2017Q3,2017,3,8071,0.16
Ontario,province,2017Q4,2017,4,8072,0.15
Ontario,province,2018Q1,2018,1,8073,0.15
Ontario,province,2018Q2,2018,2,8074,0.14
Ontario,province,2018Q3,2018,3,8075,0.13
Ontario,province,2018Q4,2018,4,8076,0.14
Ontario,province,2019Q1,2019,1,8077,0.13
Ontario,province,2019Q2,2019,2,8078,0.13
Ontario,province,2019Q3,2019,3,8079,0.13
Ontario,province,2019Q4,2019,4,8080,0.14
Ontario,province,2020Q1,2020,1,8081,0.13
Ontario,province,2020Q2,2020,2,8082,0.14
Ontario,province,2020Q3,2020,3,8083,0.14
Ontario,province,2020Q4,2020,4,8084,0.12
Ontario,province,2021Q1,2021,1,8085,0.12
Ontario,province,2021Q2,2021,2,8086,0.1
Ontario,province,2021Q3,2021,3,8087,0.09
Ontario,province,2021Q4,2021,4,8088,0.08
Ontario,province,2022Q1,2022,1,8089,0.08
Ontario,province,2022Q2,2022,2,8090,0.07
Ontario,province,2022Q3,2022,3,8091,0.07
Ontario,province,2022Q4,2022,4,8092,0.08
Ontario,province,2023Q1,2023,1,8093,0.09
Ontario,province,2023Q2,2023,2,8094,0.09
Ontario,province,2023Q3,2023,3,8095,0.1
Ontario,province,2023Q4,2023,4,8096,0.13
Ontario,province,2024Q1,2024,1,8097,0.15
Ontario,province,2024Q2,2024,2,8098,0.16
Ontario,province,2024Q3,2024,3,8099,0.18
Ontario,province,2024Q4,2024,4,8100,0.2
Ontario,province,2025Q1,2025,1,8101,0.22
Ontario,province,2025Q2,2025,2,8102,0.23
Ontario,province,2025Q3,2025,3,8103,0.24
Ontario,province,2025Q4,2025,4,8104,0.27
Prince Edward Island,province,2012Q3,2012,3,8051,0.57
Prince Edward Island,province,2012Q4,2012,4,8052,0.5
Prince Edward Island,province,2013Q1,2013,1,8053,0.55
Prince Edward Island,province,2013Q2,2013,2,8054,0.47
Prince Edward Island,province,2013Q3,2013,3,8055,0.56
Prince Edward Island,province,2013Q4,2013,4,8056,0.58
Prince Edward Island,province,2014Q1,2014,1,8057,0.6
Prince Edward Island,province,2014Q2,2014,2,8058,0.6
Prince Edward Island,province,2014Q3,2014,3,8059,0.56
Prince Edward Island,province,2014Q4,2014,4,8060,0.57
Prince Edward Island,province,2015Q1,2015,1,8061,0.68
Prince Edward Island,province,2015Q2,2015,2,8062,0.62
Prince Edward Island,province,2015Q3,2015,3,8063,0.63
Prince Edward Island,province,2015Q4,2015,4,8064,0.67
Prince Edward Island,province,2016Q1,2016,1,8065,0.7
Prince Edward Island,province,2016Q2,2016,2,8066,0.7
Prince Edward Island,province,2016Q3,2016,3,8067,0.67
Prince Edward Island,province,2016Q4,2016,4,8068,0.6
Prince Edward Island,province,2017Q1,2017,1,8069,0.66
Prince Edward Island,province,2017Q2,2017,2,8070,0.55
Prince Edward Island,province,2017Q3,2017,3,8071,0.54
Prince Edward Island,province,2017Q4,2017,4,8072,0.44
Prince Edward Island,province,2018Q1,2018,1,8073,0.5
Prince Edward Island,province,2018Q2,2018,2,8074,0.45
Prince Edward Island,province,2018Q3,2018,3,8075,0.43
Prince Edward Island,province,2018Q4,2018,4,8076,0.39
Prince Edward Island,province,2019Q1,2019,1,8077,0.38
Prince Edward Island,province,2019Q2,2019,2,8078,0.38
Prince Edward Island,province,2019Q3,2019,3,8079,0.33
Prince Edward Island,province,2019Q4,2019,4,8080,0.31
Prince Edward Island,province,2020Q1,2020,1,8081,0.25
Prince Edward Island,province,2020Q2,2020,2,8082,0.26
Prince Edward Island,province,2020Q3,2020,3,8083,0.27
Prince Edward Island,province,2020Q4,2020,4,8084,0.2
Prince Edward Island,province,2021Q1,2021,1,8085,0.22
Prince Edward Island,province,2021Q2,2021,2,8086,0.17
Prince Edward Island,province,2021Q3,2021,3,8087,0.17
Prince Edward Island,province,2021Q4,2021,4,8088,0.14
Prince Edward Island,province,2022Q1,2022,1,8089,0.15
Prince Edward Island,province,2022Q2,2022,2,8090,0.14
Prince Edward Island,province,2022Q3,2022,3,8091,0.13
Prince Edward Island,province,2022Q4,2022,4,8092,0.13
Prince Edward Island,province,2023Q1,2023,1,8093,0.11
Prince Edward Island,province,2023Q2,2023,2,8094,0.15
Prince Edward Island,province,2023Q3,2023,3,8095,0.11
Prince Edward Island,province,2023Q4,2023,4,8096,0.13
Prince Edward Island,province,2024Q1,2024,1,8097,0.15
Prince Edward Island,province,2024Q2,2024,2,8098,0.16
Prince Edward Island,province,2024Q3,2024,3,8099,0.19
Prince Edward Island,province,2024Q4,2024,4,8100,0.23
Prince Edward Island,province,2025Q1,2025,1,8101,0.18
Prince Edward Island,province,2025Q2,2025,2,8102,0.2
Prince Edward Island,province,2025Q3,2025,3,8103,0.17
Prince Edward Island,province,2025Q4,2025,4,8104,0.2
Québec,province,2012Q3,2012,3,8051,0.33
Québec,province,2012Q4,2012,4,8052,0.33
Québec,province,2013Q1,2013,1,8053,0.35
Québec,province,2013Q2,2013,2,8054,0.34
Québec,province,2013Q3,2013,3,8055,0.33
Québec,province,2013Q4,2013,4,8056,0.35
Québec,province,2014Q1,2014,1,8057,0.37
Québec,province,2014Q2,2014,2,8058,0.36
Québec,province,2014Q3,2014,3,8059,0.37
Québec,province,2014Q4,2014,4,8060,0.39
